_id,작성자,별점 점수,리뷰내용
658a9839c41002f5926ed109,박찬,2.5,이스라엘에 대항하는 하마스
658a9839c41002f5926ed10a,이고,0.5,보다 접은 영화수준.\n놀랍지도 신선하지도 않은 스토리.\n지루하기만 설명충들의 이야기를 이해하기엔 너무나 많은 인내심이 필요하다.
658a9839c41002f5926ed10b,dejava,0.5,유아용 영화\n너무 단순한 배경설정 인물설정\n너무나 많이 봐왔던 스토리들\n별로 멋있지도 않은 장면에 슬로모션 남발\n왜이렇게 뭣도 없는 장면에 슬로를 걸어댈까 생각해보니\n이 영화가 유아용 영화라서 그런가보다\n아기들이 전투장면을 잘 이해 못할까봐 느리게 보여주나 보다
658a9839c41002f5926ed10c,단추구멍,3.5,넷플 제작에 이정도면 봐줄만 합니다. 어떤 우주서사극도 스타워즈를 피해갈 수 없겠네요. 스타워즈의 위대함을 일깨워주는 영화.
658a9839c41002f5926ed10d,강단,2.5,제발 연설 좀 그만해.
658a9839c41002f5926ed10e,한민국,1.0,완전히 감을 상실하신 스나이더..
658a9839c41002f5926ed10f,때때때량맛,2.5,전략을 개수작처럼 보이게 만드는 성급함
658a9839c41002f5926ed110,동훈,1.0,써커펀치의 재림
658a9839c41002f5926ed111,CGV SVIP,0.5,이런 클리셰를 장르맛이라고 버무리기엔 너무 기다리게했다.. 제나말론 거미인간만 머딛다
658a9839c41002f5926ed112,🍿WCHB!,1.5,누가 롤링페이퍼 쓴 거 영화로 만듦?
658a9839c41002f5926ed113,도빤튼,0.5,🎊💩🎊
658a9839c41002f5926ed114,James H,0.5,없어 보이는 미쟝센\n쓸데없이 잦은 슬로모션\n빈약한 연출과 스토리\n부족함을 열거하기엔 시간이 아까움\n\n잭에게 하고 싶은 한마디 은퇴
658a9839c41002f5926ed115,DeokHee Nam,2.5,사랑받지 못하는 케릭터
658a9839c41002f5926ed116,aByss,1.5,"시나리오, 캐릭터, 프로덕션디자인, 촬영, 조명, 편집, CG, 음악 등 영화의 거의 대부분이 그냥 “짜친다”.\n\n이런 거지같은 완성도도 참 오랜만이다."
658a9839c41002f5926ed117,방정환,2.0,문제는 그래픽이 아니라 스토리에 있다.
658a9839c41002f5926ed118,Ki-doo Kyung,1.0,그저 ‘갓’두나…
658a9839c41002f5926ed119,진교왕,2.5,"<레벨 문 불의 아이-반역 part 1>  ★★☆\n먼 우주가 배경인데, 총잡이 서부영화처럼 마을을 지키는 데 필요한 반란군을 모집하고, 신화 속 괴물을 닮은 날짐승과 거미인간이 등장한다. 갓을 쓴 배두나는 뭐람.\n\n2시간 동안 난 몇번 웃었나? 2번\n감탄한 배경과 슬로우 모션도 2번뿐\n\n악당은 독일 나치의 제복과 차가운 인상에 잔인무도한 짓을 벌인다.\n인간세계를 고스란히 닮은 우주.\n새로울 건 없는 7명의 영웅.\n\n악당에 대항하는 서부영화 한판 또는 <7인의 사무라이> 변주곡"
658a9839c41002f5926ed11a,중간광고는 짜증나,2.5,소문난 잔치에 먹을게 별로...\n장대한 서사를 쓰려고 한건 이해가 되나\n정해진 시간안에 욱여넣어 하려고 하니\n‘너 나 도울래?’ ‘응!’ 이런 꼴
658a9839c41002f5926ed11b,성훈,2.0,"모든 인물들이 설정을 읊는다.\n이야기라고 할만한 것이 하나도 없다. 그저 비주얼을 위해 대충 우겨넣은 수준.\n비주얼도 애매하다. 액션도 눈에 띄지 않고, 폼만 잡고 모아온 인물들은 딱히 하는 것도 없다.\n2시간짜리 프롤로그."
658a983ac41002f5926ed11c,네일스,1.5,"슬로우모션만 난무하는… 수준 낮은 SF, 잭 스나이더가 연출한거 맞아? 촬영 감독, 무술 감독은 최악… ㅠ\n\n예고 보고 엄청 기대했는데 ㅠ 참…."
658a983ac41002f5926ed11d,서은섭,0.5,와 이거 얼마나 못 만들었는지 모두가 보고 알았으면 좋겠다
658a983ac41002f5926ed11e,pacino,0.5,감독판이란 이름으로 선동하는 퇴물감독\n넷플에서 엄청 밀어 주길래 믿어봤지만\n역시~\n이 양반은 오래전에 밑천 다들어남
658a983ac41002f5926ed11f,GREED,4.0,슬로비디오 중시형 잭스나이더판 스타워즈
658a983ac41002f5926ed120,doob99,1.5,잭스나는 과대평가된게 맞음 연출만 하던가 왜 각본까지 하려고 하지 개못하는데 개연성 하나도 없고 그래서 왜?의 반복 모으기 힘든 배우들 데려다 놓고 매력을 하나도 못살림  연출도 임팩트없고 슬로우만 걸면 단가 스타워즈에 비비지도 마라 걍 짜증나네요
658a983ac41002f5926ed121,글라,1.5,서정의 불꽃이 허둥지둥.\n왜 뭉치는지 알겠는데도 왜 뭉치는지 모르겠는 사무라이들.\n장점을 모두 버린 액션.
658a983ac41002f5926ed122,권철오,2.5,스나이더 형님은 자기 만의 세계에 빠져 사는 듯 하다. 대화가 필요해
658a983ac41002f5926ed123,개가오,2.5,영화를 향한 성향과 신념이 끝 모를 야망을 만나\n고집과 오만으로 변질된 잭 스나이더의 연출관의\n결정체였다.\n\n변치않을 슬로우 모션 남발에 심히 오글거리고 허세 가득한 연출이 조화되어 시종일관 거슬리고 맥이 끊기는 걸 넘어 답답할 지경이었다.\n\n특히 선의든 악의든 상관없이 하나 같이 발정 난듯한 눈으로\n의미심장하고 치명적인 척 바라보고 아무런 맥락 없는\n대사를 날리며\n\n독특하고 싶은 건지 광기 어린 모습과 디스토피아를\n표현하고 싶은 건지 모를 상당히 오버페이스에 작위적으로 자극을 주고 어떻게든 뜻깊으려고 발악하는 게 그야말로\n명작 호소인 그 자체였다.\n\n이야기 전개가 하나같이 설득이 없고 제멋대로라 대체\n저 장면에 해당 소재나 행동이 왜 필요했던 건지 알 수 없던 구간이 많았고 플롯을 잇는 연결점이 미비해 감상이 매끄럽지 않았으며\n\n전개과 서사를 늘어놓기 위한 억지스럽고도 지혜롭지 못한\n이야기 구성이 더해지면서 지만 아는 이야기를 주절대는\n꼴이라 감상하는 게 버거울 정도였다.\n\n무성의하고 빈 깡통 같은 스토리라인에 작중 인물과 더불어\n벌어지는 모든 사건 사고들이 멍청해 보일 지경이었고\n\n내가 뭘 보고 있는 건지 세계관이 어떻고 어떤 소재에 특이점을 지녔는지 하나도 모르는 상황에 뭔가 불쑥 나오고\n의미심장한 척 호소하다 별일 아니라는 듯이 무심하게\n지나치는 게\n\n영화 초반 역사책을 읽는 듯한 나레이션 몇 마디로 세계관 설명을 퉁친 주제에 본인만 아는 이야기가 흥미롭다고 읊어대는\n꼴이었다.\n\n배트맨 v 슈퍼맨에서 두드러졌던 심볼리즘을\n버리지 못하는 것 같다.\n\n영화 외적으로 의미심장하고 싶고 야망을 드러내는 게\n분위기에 전혀 맞지 않을뿐더러 스토리라인에 전혀 영향도\n없으며 공감대와 설득력 하나 없는 대사들과 행동들로\n점철하니 허세일 뿐이다.\n\n그런 은유나 명대사라고 호소하는 장면들이 잭스나이더 눈엔\n개연성이고 설득이 될 거라고 착각하고 있는 것 같이 연출한다.\n\n있는 척할 시간에 와 닿지 않은 비루한 감정선을 채우거나\n플롯을 잇고 개연성을 구축할만한 장치에 힘을 써야 했다.\n\n자기들딴에는 메그니피센트의 스페이스오페라 버전을 원한 것 같고 나름 간략하게나마 개개인의 서사를 묘사하고 있는데\n매력은 말할 것도 없고 캐미조차 이루질 못한다.\n\n고향을 지키고 복수를 하겠다는 일념 하나로 감정선을\n미약하게 유지한 채 빌드업 없이 대사 몇 마디에 심정이 변하고 큰 결심을 하며\n\n무엇보다 설명 하는 거 보면 뭔가 큰일 할 것 같이 말하더니\n별다른 면모를 보이지도 못하고 보잘것없었다.\n\n나름 극적인 순간이나 충격을 주려는 장면이 있는데 상술했듯 영화가 과시하려는 모든 것이 와 닿지 못한 상태라 임팩트도 없고 오히려 멍청해 보인다.\n\n시각적으로 돋보인 장면이 조금 있었지만 그마저도\nCG티가 나는 장면이 있어 뛰어나다고 보기도 어려웠다.\n\n액션은 슬로우 남발에 매력적인 무기나 특이점\n그리고 우주 스케일 세계관이 도드라질만한 소재가 있던 것도 아니고 화려한 스턴트나 박력과 호쾌함이 느낄만한 연출도 없어 미적지근했다.\n\n야망만 있고 헛바람만 잔뜩 들어 감독의 전작인\n'아미 오브 더 데드'와 세계관이 같다는 소리나 하고 있는\n잭 스나이더의 현실이 드러난 영화였다.
658a983ac41002f5926ed124,이국진,3.0,Sci-Fi 는 항상 환영
658a983ac41002f5926ed125,심야할인,2.0,또 본인만 신난 잭스나의 오답 노트.
658a983ac41002f5926ed126,RagingBull,2.5,저승사자가 된 배두나.
658a983ac41002f5926ed127,sunny7,3.0,황야의 7인 + 스타워즈 스토리에 잭스나이더 CG.\n허리우드스타들 속에도 돋보이는  배두나.
658a983ac41002f5926ed128,이학후,2.5,조지 루카스와 구로사와 아키라에 심취한 팬픽.
658a983ac41002f5926ed129,최선호(鎔皓),보고싶어요,12월22일 오후 12시 넷플릭스 공개
658a983ac41002f5926ed12a,박성준,None,큰 거 온다... 끝 모를 슬로 모션과 진하고 어두운 화면 그리고 비장하지만 오글거리는 대사들... 잭 스나이더의 정수를 담은 예고편
658a983ac41002f5926ed12b,진입금지,1.0,"잭스나이더 작품일리 없어, 그럴리 없어,\n분명 졸면서 만들었을거야."
658a983ac41002f5926ed12c,proton,2.0,얄팍한 내용과 가벼운 서사... 왠지 모르게 조합한 cg와 분장까지 어울려 특촬물같다..
658a983ac41002f5926ed12d,Baekmun Yun,0.5,"잭 스나이더도 한물 갔다.\n\n킹스맨에서 주인공인 소피아의 액션을 보다가 여기서 전투, 액션씬을 보면 감독의 역량이 얼마나 중요한지 다시한번 알게 된다.\n\n배두나가 등장하는 장면은 갑자기 화면이 전환되면서 나오는 것도 웃기고, 거미랑 싸우는 씬은 무슨 7-80년대 홍콩무술영화에서 보던 헛둘헛둘 하면서 대련하듯 싸우는 전투로 만들어놨다.\n\n또 거미는 배두나 다 잡아놓고 또 으르렁 대기만 하다가 배때지 뚫려서 죽질 않나. 이런 허접 쓰레기 전투씬이라니..\n\n마지막 장군과의 전투씬도.. 하아.\n그렇다고 군함들간의 웅장한 전쟁씬이 있는것도 아니고.\n\n스토리는 뭐 말할 것도 없다. 그냥 고이다 못해 썩어 문드러진 설정에 스토리에..\n\n이딴걸 파트로 나눠서 시리즈로 만들 생각을 했어.\n\n킬링타임용도 안되는 영화다."
658a983ac41002f5926ed12e,정도영,2.5,전형적인 반란군 서사를 커버하기에는\n화려한 볼거리도 그다지 매력적이지는 않다.\n\n파트2에서 만회하길 바래본다.
658a983ac41002f5926ed12f,BBS,2.0,처음보는 영화인데 200번쯤 본 것같은 기시감.
658a983ac41002f5926ed130,폴은오,3.0,판타지나 SF 가 드물어서 참 반갑기는 한데..어디서 많이 본 스토리를 짜깁기해서 스타일만 신경쓴 느낌. 작가주의와 작품성은 별개라는 것을 몸소 보여주는듯.
658a983ac41002f5926ed131,사자,2.0,"역시나 오리엔탈리즘은 어디 안 가는구나.\n아시아인들은 총을 쓸 줄 모르는 줄 아나\n맨날 칼, 표창, 활, 이런 것만 쓰고\n젓가락 맨날 쓴다고 칼을 잘 쓰는 게 아니라고요\n아시아여배우일 땐 신비스러운 컨셉이 항상 따라옵니다. 비밀이 많고 말 없고 그리고 신비스러운 분위기\n배두나 배우 딱 센스8에서 캐스팅 한 그대로의 이미지\n갓 쓰고 일본만화 느낌의 칼 쓰기 -> 최악이네"
658a983ac41002f5926ed132,정원,2.0,이걸 만들고 스타워즈를 디스 했다고?
658a983ac41002f5926ed133,애고래,1.0,7인의 사무라이+모여라 꿈동산을 합치니까 이게 나오네
658a983ac41002f5926ed134,soooooo,2.0,이정도 명망 있는 감독이 이렇게 얕은 각본과 서사로\n이정도 규모의 영화를 찍겠다 마음 먹은 게\n아직도 안 믿긴다
658a983ac41002f5926ed135,첼정훈,2.0,7인의 사무라이에\n스타워즈st를 섞고\n휘황찬란한 몸싸움만 강조한다
658a983ac41002f5926ed136,summer,2.5,화려한 CG로도 가려지지 않는 저렴함.\n\n잭스나이더의 명확한 한계.
658a983ac41002f5926ed137,xavier bones,1.0,난 또 뭐 그리 대단한 걸 만들었다고 이렇게 호들 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 갑을 떠나 했 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
658a983ac41002f5926ed138,카테고리,3.5,세계관을 펼치기 위해 영웅 모으기 드래곤볼 하기 바쁘다 하지만 나는 SF 좋아하죠?
658a983ac41002f5926ed139,쨍하고 해뜰 날,2.0,과대평가 받은 감독 1순위 잭 스나이더\n진짜 드럽게 영화 못 만든다
658a983bc41002f5926ed13a,조신영,1.5,스나이더컷 이지랄 할거면 그냥 은퇴하자
658a983bc41002f5926ed13b,elle,2.0,외ㆍ....
658a983bc41002f5926ed13c,JY Park,3.0,"요약본이 아닌데 요약본을 보는듯한 느낌의 영화. 전개도 휙휙 넘어가고 동료도 척척 얻어지고.. 장소도 휙휙 이동되고.. 이게 뭔가 싶다. 배우들의 연기는 나쁘지 않은데, 아무리 빠른 전개라도 좀 정도가 있어야 되는거 아닌가.."
658a983bc41002f5926ed13d,movie runner,2.5,우주의 7인?
658a983bc41002f5926ed13e,Heesang,2.0,이 장르는 독보적으로 잘만들거나 어마어마한 캐릭터가 나오지 않는 이상 이제 다 거기서 거기다.
658a983bc41002f5926ed13f,Anti_Mind,3.0,스형 시나리오 욕심은 못버리는거야?
658a983bc41002f5926ed140,졍진,2.0,찰리허냄에 대한 지독한 사랑이 나를 여기까지 이끌었다.... 손가락만으로 그를 알아보았으니 후회는 없다
658a983bc41002f5926ed141,김인수,2.5,스타워즈같다가 Firefly같다가..\n내용은모르겠고\n보여주고싶은거잔뜩나열하기~\n정강이스틱 묘하게 탐나네
658a983bc41002f5926ed142,주로,1.5,스포일러가 있어요!! 보기
658a983bc41002f5926ed143,Kyuzinz,2.0,Music by Tom Holkenborg
658a983bc41002f5926ed144,MADOSMIK,3.0,엄청난 볼거리와 배두나를 제공하는 영화!\n4월 파트 투 기대해본다!\n크리스마스에 엄마랑 집에서 무비타임🩵
658a983bc41002f5926ed145,kimter,2.0,단순 플롯에 2시간30분인데도 너무 많은부분이 생략되고 쓸데없는 장면만 늘려놨음
658a983bc41002f5926ed146,던힐맨홀,None,감독이 300을 만든 감독이라 그런지 슬로우모션성애자인 듯.\n스로우모션만 없었어도 상영시간이 30분은 줄어들 듯.
658a983bc41002f5926ed147,호필,2.5,슬로우모션 그만!
658a983bc41002f5926ed148,에단,3.0,서사가 매끄럽지 못하지만 액션과 화려한 비주얼만은 좋았다.
658a983bc41002f5926ed149,동대문골목,2.5,잭스나이더의 단점을 가장 적나라하게 보여준 작품\n\n물론 파트 2 그 이후 시리즈가 나와야 시나리오 면에서의 평가가 가능하겠지만 액션의 연출은 과한 슬로우 모션으로 흐느적거리는 인상을 주고 단절된 각 캐릭터의 서사는 아직은 얕고 전형적이다. 스타워즈 아류작이라는 그늘에서 벗어나기엔 이르다. 다음 시리즈에서 스타워즈 시퀄이 왜 실패했는지 반면교사하며 볼만한 작품을 만들어 줬으면한다.
658a983bc41002f5926ed14a,최성웅,4.0,스프린트 경기에서 마라톤을 하고 있다.
658a983bc41002f5926ed14b,신수지,2.5,"10년 전에 봤으면 재밌었을려나,, 판타지, sf 영화들 짬뽕 시켜놓은 듯 함\n내 취향의 집합체 인듯 했지만 사실상 노잼에 가까운..ㅋ"
658a983bc41002f5926ed14c,박선진,2.5,어느 한 구석이라도 뛰어났다면 좋을텐데
658a983bc41002f5926ed14d,제제,2.0,세계관도 재밌고 각 캐릭터성과 그배경도 재밌었을거같은데 이렇게 개연성이 없을수가..신선한재료로 이렇게 맛없는 요리가 나올수가..요즘 게임도 이것보단 개연성 있을듯
658a983bc41002f5926ed14e,조재규,3.5,파트1은  7인의 사무라이의 SF 버전인가..
658a983bc41002f5926ed14f,Su Hyoen,0.5,1.5배속으로 봤는데도 느려터진 연출에 한숨만😩\n저런 조합으로 이딴 개똥망작을 찍어내는 것도 능력이다.\n스나이더가 또 '스나이더' 했네 ㅎ
658a983bc41002f5926ed150,gb,3.0,역시나 비주얼은 건졌다
658a983bc41002f5926ed151,KID17,0.5,스타워즈 짝퉁 섞어찌개일 줄은 알았지만 (하필 섞어도) 스타워즈 시퀄에 이것저것 섞인 음쓰가 나올 줄이야
658a983bc41002f5926ed152,NEOSUIT,2.5,소문난 잔치에 먹을게 없네요🥲
658a983bc41002f5926ed153,강현근,3.5,슬로우 모션 클리셰나 총격씬이나 나쁘지않았다..가끔나오는 우뢰매 수준의 그래픽은 매우 거슬렸다..근데 7명이 뭘 해내겠단 건지...기대반 우려반
658a983bc41002f5926ed154,민준영,1.0,창의성의 부재
658a983bc41002f5926ed155,몰루,1.0,아 잘잤다
658a983bc41002f5926ed156,조성윤,1.0,낡디 낡은 자가 코스프레
658a983bc41002f5926ed157,임종우,3.0,"영상미 때문에 별3개\n근데 이거 도대체 뭐냐?\n떡밥이라고 초반에 뿌리긴 하는데, 스토리가 개연성이 없네\n파트1 이렇게 만들 거였으면 적어도 파트2를 내년 4월이 아니라 다음달에 공개해야 맞는 듯\n요즘 넷플릭스 영화는 국내영화던 해외영화던 각본에 더 신경 써야할 듯"
658a983cc41002f5926ed158,양정욱,3.0,7인의 사무라이 플롯은 어떻게 만들어도 재밋다.\n다만 반만 보여주면 이렇게된다.\n파트2와 동시공개했어야하는 내용의 한계.
658a983cc41002f5926ed159,­영화보는김마루,1.0,매번 실망시키지 않고 나를 실망시키는 감독.
658a983cc41002f5926ed15a,사람,2.5,적당히 시간아깝진 않았다\n재미있었고 액션도. 2편기다림
658a983cc41002f5926ed15b,김현수,2.5,"레퍼런스로 삼은 <7인의 사무라이>는 단촐하면서 절박한 이야기였지만, <레벨 문>은 사치스럽고 한껏 멋을 부리는 이야기가 됐다. 동일한 메인 플롯을 썼어도 느낌은 사뭇 다르다.\n\n농민 마을 하나를 지키는 이야기를 우주적 스케일로 확장하는 것은 아무래도 무리수가 심하고 아다리가 맞질 않는 아이디어라고 생각되지 않는가?\n\n헐리우드 작가진의 아이디어가 이 정도로 궁핍한 상황인가?"
658a983cc41002f5926ed15c,최형빈,2.5,"그냥 밑도끝도 없이 앞으로 나아가기만...\n그나마 비주얼은 끝내주는데, 잭스나이더 영화답다는 생각밖에 안듬.\n원래 큰 기대는 안하던 감독이기에..."
658a983cc41002f5926ed15d,SOL,0.5,개연성이 어디로 날아갔을까
658a983cc41002f5926ed15e,임준성,2.0,23.12.24
658a983cc41002f5926ed15f,핑거,2.0,스나야 이런걸 30년구상하고앉았냐...
658a983cc41002f5926ed160,닌자라떼,3.0,잭은 스타워즈를 만들고 싶었으나…
658a983cc41002f5926ed161,미상.,1.5,잭 슈나이더의 장점 조차 못 찾겠다. 영상미라도 좋았던 감독인데 그런 거 없고. 액션이라고 할 만한 장면도 없다. <7인의 사무라이>에서 영감? 못 얻은 거 같은데\n[2023. 12. 24 일요일]
658a983cc41002f5926ed162,김뇨롱,2.5,하고싶은 말은 많았고 등장인물도 많아서 휘뚜루 마뚜루 진행되었다. 그럼에도 불구하고 악역이 너무 마음에 들어서 시즌2를 살짝 기대한다
658a983cc41002f5926ed163,동네불패,2.5,part1. . SF 7인의 사무라이를 보는 느낌..
658a983cc41002f5926ed164,허윤영,3.0,"나쁘진않은데.. 잭스나이더, 스타워즈, 300  그 어느 것도 충족시키지 못하고 애매한 영화."
658a983cc41002f5926ed165,yun,3.0,잘한다 잘한다 하니까 진짜 잘하는줄 안다
658a983cc41002f5926ed166,하얀얼룩말,3.0,예상외로 재밌는데?
658a983cc41002f5926ed167,로즈버드,3.0,"잭 스나이더의 <7인의 사무라이>. 과도한 슬로우, 엇나가는 초점, 지나친 설명조의 대사는 그의 영화가 가지던 특유의 장점마저 흐릿해지게 하지만, 그럼에도 2부에 대한 일말의 기대심 정도는 품게 만든다."
658a983cc41002f5926ed168,Ho Taek Won,3.0,또.. 7인의 사무라이냐
658a983cc41002f5926ed169,R.,3.0,특색있고 장엄하게 세계관을 구축 하려면 여러 복잡한 시스템에 잡혀있을것 같아 그것을 피하려는 상태같은 영화.
658a983cc41002f5926ed16a,우산장수,2.5,왜 스타워즈가 너를 양자로 안받아줬는지 확인했다.
658a983cc41002f5926ed16b,꼬물이,0.5,..?
658a983cc41002f5926ed16c,재현,2.5,"듄 보고싶네 ,,,"
658a983cc41002f5926ed16d,김관주,2.5,잭형... 비쥬얼이 다가 아니라니까ㅠ\n\n칼을 너무 오래 갈면 날이 없어진다.\n\n심지어 갈던 칼이 시대에 뒤쳐짐..
658a983cc41002f5926ed16e,이상훈,2.5,열심히 만든거같은데 와닿질않네\n그리고 빛번짐 / 아웃포커스 / 왜곡 / 슬로모션 같은건 왜있는지 모르겠다. 나 이런거 배웠는데 그냥 여기다 써먹어봐야지 느낌
658a983cc41002f5926ed16f,박성욱,2.0,이제는 액션마저 엉성하다
658a983cc41002f5926ed170,HaRu,0.5,"단 1시간만에 이 방대한 세계관, 주인공 서사 전부 설명하고 동료들도 별마다 찾아가 전부 구함. 개판임;;;\n\n서브 스토리라도 이야기의 기본은 갈등이고 거기에 감정 이입하면서 재미를 찾아야 하는데 이건 그냥 각인물 에피소드가 10분 컷이라 1시간짜리 너튜브 줄거리본 보는 느낌. 아 내시간...ㅜㅠ"
658a983cc41002f5926ed171,토니,2.5,"요새 파트 1 달고 나온 것 중에 안 망하는 게 없네.. 역시 ""외계""는 함부로 다루어선 안 되는 것인가..\n어벤져스의 성공은 각 캐릭터 스토리가 한 겹 한 겹 켜켜이 쌓여서 폭발한 건데 저스티스리그에서 그렇게 당하고도 아직 깨닫지 못하니..\n아 뭐 물론 감독 바뀌고 나중에 감독판이 좀 더 낫고 블라블라는 알지만..\n그렇게 길게 찍어서 그 정도도 못 만들면 업계를 떠나야지.."
658a983cc41002f5926ed172,equinoxofown,1.5,아 우울해
658a983cc41002f5926ed173,잔인한詩,2.5,마더월드 왕국은 한 살수에 의해 파멸됐고\n발리사리우스 의원 권력 잡아 섭정 왕을 임명한다\n\n코라\n군나르\n촌장 신드리\n\n덴\n\n애티쿠스 노블 제독\n아리스 이병\n\n마을 처녀 샘\n\n이사 공주\n\n마을이 약탈 당할 지경이 되자 떠나려 했던\n코라의 전투 실력은 샘이 강간을 당할 위기에 드러나고\n마을 주둔 군인들을 작살낸다\n아리스 이병이 돕는다\n\n타이투스 장군\n\n발리사리우스는 수십만을 학살하고\n코라를 살려둬선 아르텔라라 이름짓고\n훈련시켰다\n\n블러드액스 남매\n\n호의를 베풀던 조종사 카이는 배신을 때리는데\n군나르의 기지로 착고에서 벗어난 주요 인원들은\n노블 팀을 무너뜨린다\n\n함선이 침몰하고 살아남은 노블은 코라와 격투끝에\n추락한다\n목숨을 부지한 노블을 의원들은 살려낸다\n***\n액션씬마다 느린 화면을 하는 식상함을 보인다
658a983cc41002f5926ed174,성훈,2.5,액션은 믿고 보는 잭스나이더도 옛말.\n스토리 전개도 느린데 지나친 슬로모션이 흐름을 계속 끊어 먹는다.\n슬로모션이 없는 액션씬조차 앵글은 밋밋하고 속도감도 없는건 덤.\n\n그리고 앞으로 헐리우드의 7인의 사무라이 오마주는 법으로 금지 해야할듯
658a983cc41002f5926ed175,이수인,2.5,잭동님 이게 최선입니까?
658a983dc41002f5926ed176,Moony,0.5,이게 왠 쌍팔년도 스타일이냐. 진짜 이걸하고 싶엇던건가. 차라리 진짜 쌍팔년도의 스페이스오페라  기반이 된 저예상영화 세레니티가 훨 낫네. 사가도 없고 헤리티지도 없고 액션도 없고 눈요기도 없고 연출도 없고 연기도 없고 . 그냥 총체적 난국. 집안에 안좋은일이 있은후 도저히 할수 없다면 그냥 은퇴하시는게.. ott용 감독으로 내려앉을듯
658a983dc41002f5926ed177,신겟타,2.0,대담해 보이나 아무것도 없다
658a983dc41002f5926ed178,35,2.0,재미없음
658a983dc41002f5926ed179,영화 중년,2.5,"액션장면은 반드시 슬로우모션으로...그로인해 30분정도 늘어난듯\n스케일이 큰데 재미가 없네, 쉽지 않은걸 해냈군.\n231222"
658a983dc41002f5926ed17a,조무영,3.0,무난하고 심심한 전개. 2편은 좀 나으려나…
658a983dc41002f5926ed17b,눈썹대장,2.5,"파트1, 2로 나눌 영화들, 니네 앞으로 이렇게 만들 거면 파트1은 유튜브로 공개해라"
658a983dc41002f5926ed17c,서보희,2.5,"루카스와 스콧, 카메론의 영향 아래 자신의 이야기에 광적으로 집착하다."
658a983dc41002f5926ed17d,Zzz,2.5,진짜 조선땅에서 잭스패로우가 났다
658a983dc41002f5926ed17e,이아민,3.0,스포일러가 있어요!! 보기
658a983dc41002f5926ed17f,치악,2.0,"보기 전 : 뭐??????????갓 쓴 배두나??????\n보고 나서 : 갓 쓴 배두나도 살리지 못하네.......\n\n1. 엉성한 액션 + 답답한 슬로우모션\n2. 수어사이드 스쿼드가 선녀로 보이는 오합지졸 크루\n3. 한치의 신선함도 허용하지 않는 왕도적 스토리\n4. 무슨 바람인지 지들 멋대로 나아가는 감정선\n5. 쓸 데 없이 많이 뿌려둔 떡밥\n\n맛집에 손님이 많은 이유는 음식이 맛있어서이지, 다음 메뉴가 기대되어서가  아니다.... 2편을 위한 초석을 만들 생각따위 하질 말라"
658a983dc41002f5926ed180,도담도하,3.0,슬러우모션이 대단. 인물들의 서사가 아쉽
658a983dc41002f5926ed181,짐니,3.0,스포일러가 있어요!! 보기
658a983dc41002f5926ed182,Ronny,보고싶어요,갓 쓰고 쌍검 든 배두나라니.. ㄹㅇ 미친 거 아님??
